Stage,Round,Leg,Date,Team 1,FT,HT,Team 2,Conf 1,Conf 2,ET,P
Regular,?,,(Wed) 22 Aug 2012 (W34),D.C. United (24),4-2,?,Chicago Fire (25),East,East,,
Regular,?,,(Fri) 24 Aug 2012 (W34),Philadelphia Union (23),0-0,?,Real Salt Lake (27),East,West,,
Regular,?,,(Sat) 25 Aug 2012 (W34),Montreal Impact (28),3-0,?,D.C. United (25),East,East,,
Regular,?,,(Sat) 25 Aug 2012 (W34),Columbus Crew SC (24),4-3,?,New England Revolution (25),East,East,,
Regular,?,,(Sat) 25 Aug 2012 (W34),Houston Dynamo (26),1-1,?,Toronto FC (26),East,East,,
Regular,?,,(Sun) 26 Aug 2012 (W34),Portland Timbers (25),2-1,?,Vancouver Whitecaps FC (27),West,West,,
Regular,?,,(Sun) 26 Aug 2012 (W34),CD Chivas USA (23),2-6,?,Seattle Sounders FC (25),West,West,,
Regular,?,,(Sun) 26 Aug 2012 (W34),San Jose Earthquakes (26),4-1,?,Colorado Rapids (26),West,West,,
Regular,?,,(Sun) 26 Aug 2012 (W34),LA Galaxy (27),2-0,?,FC Dallas (28),West,West,,
Regular,?,,(Sun) 26 Aug 2012 (W34),Sporting Kansas City (26),1-1,?,New York Red Bulls (26),East,East,,
Regular,?,,(Wed) 29 Aug 2012 (W35),D.C. United (26),2-2,?,New York Red Bulls (27),East,East,,
Regular,?,,(Wed) 29 Aug 2012 (W35),New England Revolution (26),3-3,?,CD Chivas USA (24),East,West,,
Regular,?,,(Wed) 29 Aug 2012 (W35),Philadelphia Union (24),1-2,?,Columbus Crew SC (25),East,East,,
Regular,?,,(Sat) 1 Sep 2012 (W35),Portland Timbers (26),1-0,?,Colorado Rapids (27),West,West,,
Regular,?,,(Sat) 1 Sep 2012 (W35),New England Revolution (27),0-0,?,Philadelphia Union (25),East,East,,
Regular,?,,(Sat) 1 Sep 2012 (W35),Columbus Crew SC (26),2-1,?,Montreal Impact (29),East,East,,
Regular,?,,(Sat) 1 Sep 2012 (W35),Sporting Kansas City (27),2-1,?,Toronto FC (27),East,East,,
Regular,?,,(Sun) 2 Sep 2012 (W35),LA Galaxy (28),2-0,?,Vancouver Whitecaps FC (28),West,West,,
Regular,?,,(Sun) 2 Sep 2012 (W35),Real Salt Lake (28),1-0,?,D.C. United (27),West,East,,
Regular,?,,(Sun) 2 Sep 2012 (W35),Chicago Fire (26),3-1,?,Houston Dynamo (27),East,East,,
Regular,?,,(Sun) 2 Sep 2012 (W35),FC Dallas (29),1-1,?,Seattle Sounders FC (26),West,West,,
Regular,?,,(Sun) 2 Sep 2012 (W35),San Jose Earthquakes (27),4-0,?,CD Chivas USA (25),West,West,,
Regular,?,,(Wed) 5 Sep 2012 (W36),New England Revolution (28),2-0,?,Columbus Crew SC (27),East,East,,
Regular,?,,(Wed) 5 Sep 2012 (W36),Colorado Rapids (28),3-0,?,Portland Timbers (27),West,West,,
Regular,?,,(Thu) 6 Sep 2012 (W36),Houston Dynamo (28),1-0,?,Real Salt Lake (29),East,West,,
Regular,?,,(Sat) 8 Sep 2012 (W36),Seattle Sounders FC (27),2-1,?,CD Chivas USA (26),West,West,,
Regular,?,,(Wed) 12 Sep 2012 (W37),Toronto FC (28),1-2,?,Chicago Fire (27),East,East,,
Regular,?,,(Fri) 14 Sep 2012 (W37),Sporting Kansas City (28),1-1,?,Houston Dynamo (29),East,East,,
Regular,?,,(Sat) 15 Sep 2012 (W37),LA Galaxy (29),2-0,?,Colorado Rapids (29),West,West,,
Regular,?,,(Sat) 15 Sep 2012 (W37),Toronto FC (29),1-1,?,Philadelphia Union (26),East,East,,
Regular,?,,(Sat) 15 Sep 2012 (W37),Portland Timbers (28),1-1,?,Seattle Sounders FC (28),West,West,,
Regular,?,,(Sat) 15 Sep 2012 (W37),New York Red Bulls (28),3-1,?,Columbus Crew SC (28),East,East,,
Regular,?,,(Sat) 15 Sep 2012 (W37),D.C. United (28),2-1,?,New England Revolution (29),East,East,,
Regular,?,,(Sat) 15 Sep 2012 (W37),Chicago Fire (28),3-1,?,Montreal Impact (30),East,East,,
Regular,?,,(Sat) 15 Sep 2012 (W37),FC Dallas (30),1-0,?,Vancouver Whitecaps FC (29),West,West,,
Regular,?,,(Sun) 16 Sep 2012 (W37),CD Chivas USA (27),0-2,?,San Jose Earthquakes (28),West,West,,
Regular,?,,(Wed) 19 Sep 2012 (W38),New York Red Bulls (29),0-2,?,Sporting Kansas City (29),East,East,,
Regular,?,,(Wed) 19 Sep 2012 (W38),Columbus Crew SC (29),1-0,?,CD Chivas USA (28),East,West,,
Regular,?,,(Thu) 20 Sep 2012 (W38),San Jose Earthquakes (29),2-2,?,Portland Timbers (29),West,West,,
Regular,?,,(Thu) 20 Sep 2012 (W38),Philadelphia Union (27),0-1,?,D.C. United (29),East,East,,
Regular,?,,(Sat) 22 Sep 2012 (W38),Montreal Impact (31),0-0,?,Sporting Kansas City (30),East,East,,
Regular,?,,(Sat) 22 Sep 2012 (W38),New England Revolution (30),1-1,?,New York Red Bulls (30),East,East,,
Regular,?,,(Sat) 22 Sep 2012 (W38),Real Salt Lake (30),2-1,?,Portland Timbers (30),West,West,,
Regular,?,,(Sat) 22 Sep 2012 (W38),Chicago Fire (29),2-1,?,Columbus Crew SC (30),East,East,,
Regular,?,,(Sun) 23 Sep 2012 (W38),LA Galaxy (30),4-2,?,Toronto FC (30),West,East,,
Regular,?,,(Sun) 23 Sep 2012 (W38),Seattle Sounders FC (29),1-2,?,San Jose Earthquakes (30),West,West,,
Regular,?,,(Sun) 23 Sep 2012 (W38),Philadelphia Union (28),3-1,?,Houston Dynamo (30),East,East,,
Regular,?,,(Sun) 23 Sep 2012 (W38),D.C. United (30),1-0,?,CD Chivas USA (29),East,West,,
Regular,?,,(Sun) 23 Sep 2012 (W38),Vancouver Whitecaps FC (30),2-2,?,Colorado Rapids (30),West,West,,
Regular,?,,(Fri) 28 Sep 2012 (W39),Sporting Kansas City (31),2-0,?,Chicago Fire (30),East,East,,
Regular,?,,(Sat) 29 Sep 2012 (W39),New York Red Bulls (31),4-1,?,Toronto FC (31),East,East,,
Regular,?,,(Sat) 29 Sep 2012 (W39),Columbus Crew SC (31),3-2,?,Philadelphia Union (29),East,East,,
Regular,?,,(Sat) 29 Sep 2012 (W39),Houston Dynamo (31),2-0,?,New England Revolution (31),East,East,,
Regular,?,,(Sat) 29 Sep 2012 (W39),Vancouver Whitecaps FC (31),0-0,?,Seattle Sounders FC (30),West,West,,
Regular,?,,(Sun) 30 Sep 2012 (W39),Portland Timbers (31),1-1,?,D.C. United (31),West,East,,
Regular,?,,(Sun) 30 Sep 2012 (W39),CD Chivas USA (30),0-4,?,Real Salt Lake (31),West,West,,
Regular,?,,(Sun) 30 Sep 2012 (W39),San Jose Earthquakes (31),3-3,?,FC Dallas (31),West,West,,
Regular,?,,(Sun) 30 Sep 2012 (W39),Colorado Rapids (31),1-1,?,LA Galaxy (31),West,West,,
Regular,?,,(Wed) 3 Oct 2012 (W40),Chicago Fire (31),1-3,?,Philadelphia Union (30),East,East,,
Regular,?,,(Thu) 4 Oct 2012 (W40),Vancouver Whitecaps FC (32),4-0,?,CD Chivas USA (31),West,West,,
Regular,?,,(Sat) 6 Oct 2012 (W40),Toronto FC (32),0-1,?,D.C. United (32),East,East,,
Regular,?,,(Sat) 6 Oct 2012 (W40),New York Red Bulls (32),0-2,?,Chicago Fire (32),East,East,,
Regular,?,,(Sat) 6 Oct 2012 (W40),Philadelphia Union (31),1-0,?,New England Revolution (32),East,East,,
Regular,?,,(Sat) 6 Oct 2012 (W40),Houston Dynamo (32),1-1,?,Montreal Impact (32),East,East,,
Regular,?,,(Sat) 6 Oct 2012 (W40),Colorado Rapids (32),1-4,?,San Jose Earthquakes (32),West,West,,
Regular,?,,(Sat) 6 Oct 2012 (W40),LA Galaxy (32),1-2,?,Real Salt Lake (32),West,West,,
Regular,?,,(Sun) 7 Oct 2012 (W40),Columbus Crew SC (32),1-1,?,Sporting Kansas City (32),East,East,,
Regular,?,,(Sun) 7 Oct 2012 (W40),CD Chivas USA (32),1-1,?,FC Dallas (32),West,West,,
Regular,?,,(Sun) 7 Oct 2012 (W40),Seattle Sounders FC (31),3-0,?,Portland Timbers (32),West,West,,
Regular,?,,(Thu) 18 Oct 2012 (W42),Seattle Sounders FC (32),0-0,?,Real Salt Lake (33),West,West,,
Regular,?,,(Sat) 20 Oct 2012 (W42),Toronto FC (33),0-0,?,Montreal Impact (33),East,East,,
Regular,?,,(Sat) 20 Oct 2012 (W42),New York Red Bulls (33),0-0,?,Sporting Kansas City (33),East,East,,
Regular,?,,(Sat) 20 Oct 2012 (W42),D.C. United (33),3-2,?,Columbus Crew SC (33),East,East,,
Regular,?,,(Sat) 20 Oct 2012 (W42),New England Revolution (33),1-0,?,Chicago Fire (33),East,East,,
Regular,?,,(Sat) 20 Oct 2012 (W42),Houston Dynamo (33),3-1,?,Philadelphia Union (32),East,East,,
Regular,?,,(Sun) 21 Oct 2012 (W42),CD Chivas USA (33),0-2,?,Colorado Rapids (33),West,West,,
Regular,?,,(Sun) 21 Oct 2012 (W42),Vancouver Whitecaps FC (33),0-1,?,Portland Timbers (33),West,West,,
Regular,?,,(Sun) 21 Oct 2012 (W42),San Jose Earthquakes (33),2-2,?,LA Galaxy (33),West,West,,
Regular,?,,(Sun) 21 Oct 2012 (W42),Seattle Sounders FC (33),3-1,?,FC Dallas (33),West,West,,
Regular,?,,(Wed) 24 Oct 2012 (W43),Sporting Kansas City (34),2-1,?,Philadelphia Union (33),East,East,,
Regular,?,,(Sat) 27 Oct 2012 (W43),Philadelphia Union (34),0-3,?,New York Red Bulls (34),East,East,,
Regular,?,,(Sat) 27 Oct 2012 (W43),Montreal Impact (34),0-1,?,New England Revolution (34),East,East,,
Regular,?,,(Sat) 27 Oct 2012 (W43),Chicago Fire (34),1-1,?,D.C. United (34),East,East,,
Regular,?,,(Sat) 27 Oct 2012 (W43),Portland Timbers (34),1-1,?,San Jose Earthquakes (34),West,West,,
Regular,?,,(Sat) 27 Oct 2012 (W43),Real Salt Lake (34),0-0,?,Vancouver Whitecaps FC (34),West,West,,
Regular,?,,(Sat) 27 Oct 2012 (W43),Colorado Rapids (34),2-0,?,Houston Dynamo (34),West,East,,
Regular,?,,(Sun) 28 Oct 2012 (W43),Columbus Crew SC (34),2-1,?,Toronto FC (34),East,East,,
Regular,?,,(Sun) 28 Oct 2012 (W43),FC Dallas (34),2-2,?,CD Chivas USA (34),West,West,,
Regular,?,,(Sun) 28 Oct 2012 (W43),LA Galaxy (34),1-0,?,Seattle Sounders FC (34),West,West,,
Playoff,Conf. Knockout,,(Wed) 31 Oct 2012 (W44),Chicago Fire (35),1-2,?,Houston Dynamo (35),East,East,,
Playoff,Conf. Knockout,,(Fri) 2 Nov 2012 (W44),LA Galaxy (35),2-1,?,Vancouver Whitecaps FC (35),West,West,,
Playoff,Conf. Semifinals,1,(Sat) 3 Nov 2012 (W44),Seattle Sounders FC (35),0-0,?,Real Salt Lake (35),West,West,,
Playoff,Conf. Semifinals,1,(Sat) 3 Nov 2012 (W44),D.C. United (35),1-1,?,New York Red Bulls (35),East,East,,
Playoff,Conf. Semifinals,1,(Sun) 4 Nov 2012 (W44),Houston Dynamo (36),2-0,?,Sporting Kansas City (35),East,East,,
Playoff,Conf. Semifinals,1,(Sun) 4 Nov 2012 (W44),LA Galaxy (36),0-1,?,San Jose Earthquakes (35),West,West,,
Playoff,Conf. Semifinals,2,(Wed) 7 Nov 2012 (W45),Sporting Kansas City (36),1-0,?,Houston Dynamo (37),East,East,,
Playoff,Conf. Semifinals,2,(Thu) 8 Nov 2012 (W45),San Jose Earthquakes (36),1-3,?,LA Galaxy (37),West,West,,
Playoff,Conf. Semifinals,2,(Thu) 8 Nov 2012 (W45),New York Red Bulls (36),0-1,?,D.C. United (36),East,East,,
Playoff,Conf. Semifinals,2,(Fri) 9 Nov 2012 (W45),Real Salt Lake (36),0-1,?,Seattle Sounders FC (36),West,West,,
Playoff,Conf. Finals,1,(Sun) 11 Nov 2012 (W45),Houston Dynamo (38),3-1,?,D.C. United (37),East,East,,
Playoff,Conf. Finals,1,(Sun) 11 Nov 2012 (W45),LA Galaxy (38),3-0,?,Seattle Sounders FC (37),West,West,,
Playoff,Conf. Finals,2,(Sun) 18 Nov 2012 (W46),D.C. United (38),1-1,?,Houston Dynamo (39),East,East,,
Playoff,Conf. Finals,2,(Sun) 18 Nov 2012 (W46),Seattle Sounders FC (38),2-1,?,LA Galaxy (39),West,West,,
Playoff,Final,,(Sat) 1 Dec 2012 (W48),LA Galaxy (40),3-1,?,Houston Dynamo (40),West,East,,
