Stage,Round,Leg,Date,Team 1,FT,HT,Team 2,Conf 1,Conf 2,ET,Pen
regular,?,-,(Sun) 7 Aug 2016 (W31),LA Galaxy (22),2-2,?,New York Red Bulls (24),West,East,-,-
regular,?,-,(Fri) 12 Aug 2016 (W32),Vancouver Whitecaps FC (25),1-2,?,San Jose Earthquakes (23),West,West,-,-
regular,?,-,(Sat) 13 Aug 2016 (W32),New York Red Bulls (25),3-1,?,Montreal Impact (23),East,East,-,-
regular,?,-,(Sat) 13 Aug 2016 (W32),New England Revolution (24),0-4,?,Philadelphia Union (24),East,East,-,-
regular,?,-,(Sat) 13 Aug 2016 (W32),Columbus Crew SC (22),3-3,?,New York City FC (25),East,East,-,-
regular,?,-,(Sat) 13 Aug 2016 (W32),D.C. United (23),2-0,?,Portland Timbers (25),East,West,-,-
regular,?,-,(Sat) 13 Aug 2016 (W32),FC Dallas (25),2-2,?,Sporting Kansas City (26),West,West,-,-
regular,?,-,(Sat) 13 Aug 2016 (W32),LA Galaxy (23),1-1,?,Colorado Rapids (23),West,West,-,-
regular,?,-,(Sun) 14 Aug 2016 (W32),Chicago Fire (22),2-2,?,Orlando City SC (23),East,East,-,-
regular,?,-,(Sun) 14 Aug 2016 (W32),Seattle Sounders FC (23),2-1,?,Real Salt Lake (25),West,West,-,-
regular,?,-,(Sun) 14 Aug 2016 (W32),Houston Dynamo (23),1-1,?,Toronto FC (24),West,East,-,-
regular,?,-,(Fri) 19 Aug 2016 (W33),San Jose Earthquakes (24),1-2,?,Houston Dynamo (24),West,West,-,-
regular,?,-,(Sat) 20 Aug 2016 (W33),New York City FC (26),1-0,?,LA Galaxy (24),East,West,-,-
regular,?,-,(Sat) 20 Aug 2016 (W33),Philadelphia Union (25),1-3,?,Toronto FC (25),East,East,-,-
regular,?,-,(Sat) 20 Aug 2016 (W33),New England Revolution (25),0-2,?,Columbus Crew SC (23),East,East,-,-
regular,?,-,(Sat) 20 Aug 2016 (W33),Montreal Impact (24),0-3,?,Chicago Fire (23),East,East,-,-
regular,?,-,(Sat) 20 Aug 2016 (W33),Colorado Rapids (24),0-0,?,Orlando City SC (24),West,East,-,-
regular,?,-,(Sat) 20 Aug 2016 (W33),Sporting Kansas City (27),2-0,?,Vancouver Whitecaps FC (26),West,West,-,-
regular,?,-,(Sat) 20 Aug 2016 (W33),Real Salt Lake (26),1-0,?,FC Dallas (26),West,West,-,-
regular,?,-,(Sun) 21 Aug 2016 (W33),D.C. United (24),2-2,?,New York Red Bulls (26),East,East,-,-
regular,?,-,(Sun) 21 Aug 2016 (W33),Seattle Sounders FC (24),3-1,?,Portland Timbers (26),West,West,-,-
regular,?,-,(Wed) 24 Aug 2016 (W34),Orlando City SC (25),1-2,?,Toronto FC (26),East,East,-,-
regular,?,-,(Wed) 24 Aug 2016 (W34),Montreal Impact (25),1-1,?,D.C. United (25),East,East,-,-
regular,?,-,(Wed) 24 Aug 2016 (W34),Columbus Crew SC (24),1-2,?,Philadelphia Union (26),East,East,-,-
regular,?,-,(Wed) 24 Aug 2016 (W34),Chicago Fire (24),2-2,?,LA Galaxy (25),East,West,-,-
regular,?,-,(Wed) 24 Aug 2016 (W34),Houston Dynamo (25),1-1,?,Seattle Sounders FC (25),West,West,-,-
regular,?,-,(Wed) 24 Aug 2016 (W34),San Jose Earthquakes (25),0-0,?,New England Revolution (26),West,East,-,-
regular,?,-,(Fri) 26 Aug 2016 (W34),Real Salt Lake (27),2-1,?,Colorado Rapids (25),West,West,-,-
regular,?,-,(Sat) 27 Aug 2016 (W34),Philadelphia Union (27),2-0,?,Sporting Kansas City (28),East,West,-,-
regular,?,-,(Sat) 27 Aug 2016 (W34),D.C. United (26),6-2,?,Chicago Fire (25),East,East,-,-
regular,?,-,(Sat) 27 Aug 2016 (W34),Toronto FC (27),0-1,?,Montreal Impact (26),East,East,-,-
regular,?,-,(Sat) 27 Aug 2016 (W34),Columbus Crew SC (25),2-0,?,San Jose Earthquakes (26),East,West,-,-
regular,?,-,(Sat) 27 Aug 2016 (W34),Houston Dynamo (26),1-3,?,FC Dallas (27),West,West,-,-
regular,?,-,(Sat) 27 Aug 2016 (W34),LA Galaxy (26),0-0,?,Vancouver Whitecaps FC (27),West,West,-,-
regular,?,-,(Sun) 28 Aug 2016 (W34),New York Red Bulls (27),1-0,?,New England Revolution (27),East,East,-,-
regular,?,-,(Sun) 28 Aug 2016 (W34),Portland Timbers (27),4-2,?,Seattle Sounders FC (26),West,West,-,-
regular,?,-,(Sun) 28 Aug 2016 (W34),Orlando City SC (26),2-1,?,New York City FC (27),East,East,-,-
regular,?,-,(Thu) 1 Sep 2016 (W35),New York City FC (28),3-2,?,D.C. United (27),East,East,-,-
regular,?,-,(Sat) 3 Sep 2016 (W35),Vancouver Whitecaps FC (28),0-1,?,New York Red Bulls (28),West,East,-,-
regular,?,-,(Sat) 3 Sep 2016 (W35),New England Revolution (28),2-0,?,Colorado Rapids (26),East,West,-,-
regular,?,-,(Sat) 3 Sep 2016 (W35),Chicago Fire (26),3-0,?,Philadelphia Union (28),East,East,-,-
regular,?,-,(Sat) 3 Sep 2016 (W35),FC Dallas (28),3-1,?,Portland Timbers (28),West,West,-,-
regular,?,-,(Sat) 3 Sep 2016 (W35),LA Galaxy (27),2-1,?,Columbus Crew SC (26),West,East,-,-
regular,?,-,(Wed) 7 Sep 2016 (W36),Montreal Impact (27),1-4,?,Orlando City SC (27),East,East,-,-
regular,?,-,(Wed) 7 Sep 2016 (W36),Real Salt Lake (28),3-3,?,LA Galaxy (28),West,West,-,-
regular,?,-,(Fri) 9 Sep 2016 (W36),Sporting Kansas City (29),3-3,?,Houston Dynamo (27),West,West,-,-
regular,?,-,(Sat) 10 Sep 2016 (W36),Columbus Crew SC (27),1-3,?,Vancouver Whitecaps FC (29),East,West,-,-
regular,?,-,(Sat) 10 Sep 2016 (W36),Philadelphia Union (29),1-1,?,Montreal Impact (28),East,East,-,-
regular,?,-,(Sat) 10 Sep 2016 (W36),New England Revolution (29),3-1,?,New York City FC (29),East,East,-,-
regular,?,-,(Sat) 10 Sep 2016 (W36),Chicago Fire (27),1-2,?,Toronto FC (28),East,East,-,-
regular,?,-,(Sat) 10 Sep 2016 (W36),FC Dallas (29),0-1,?,Colorado Rapids (27),West,West,-,-
regular,?,-,(Sat) 10 Sep 2016 (W36),San Jose Earthquakes (27),1-1,?,Seattle Sounders FC (27),West,West,-,-
regular,?,-,(Sat) 10 Sep 2016 (W36),Portland Timbers (29),1-0,?,Real Salt Lake (29),West,West,-,-
regular,?,-,(Sun) 11 Sep 2016 (W36),New York Red Bulls (29),2-2,?,D.C. United (28),East,East,-,-
regular,?,-,(Sun) 11 Sep 2016 (W36),LA Galaxy (29),4-2,?,Orlando City SC (28),West,East,-,-
regular,?,-,(Fri) 16 Sep 2016 (W37),Chicago Fire (28),2-2,?,D.C. United (29),East,East,-,-
regular,?,-,(Sat) 17 Sep 2016 (W37),Seattle Sounders FC (28),1-0,?,Vancouver Whitecaps FC (30),West,West,-,-
regular,?,-,(Sat) 17 Sep 2016 (W37),Portland Timbers (30),2-1,?,Philadelphia Union (30),West,East,-,-
regular,?,-,(Sat) 17 Sep 2016 (W37),New York City FC (30),2-2,?,FC Dallas (30),East,West,-,-
regular,?,-,(Sat) 17 Sep 2016 (W37),Orlando City SC (29),1-4,?,Columbus Crew SC (28),East,East,-,-
regular,?,-,(Sat) 17 Sep 2016 (W37),Montreal Impact (29),1-3,?,New England Revolution (30),East,East,-,-
regular,?,-,(Sat) 17 Sep 2016 (W37),Colorado Rapids (28),0-0,?,San Jose Earthquakes (28),West,West,-,-
regular,?,-,(Sat) 17 Sep 2016 (W37),Real Salt Lake (30),0-1,?,Houston Dynamo (28),West,West,-,-
regular,?,-,(Sun) 18 Sep 2016 (W37),Sporting Kansas City (30),2-2,?,LA Galaxy (30),West,West,-,-
regular,?,-,(Sun) 18 Sep 2016 (W37),Toronto FC (29),3-3,?,New York Red Bulls (30),East,East,-,-
regular,?,-,(Fri) 23 Sep 2016 (W38),New York City FC (31),4-1,?,Chicago Fire (29),East,East,-,-
regular,?,-,(Sat) 24 Sep 2016 (W38),Toronto FC (30),1-1,?,Philadelphia Union (31),East,East,-,-
regular,?,-,(Sat) 24 Sep 2016 (W38),Vancouver Whitecaps FC (31),3-3,?,Colorado Rapids (29),West,West,-,-
regular,?,-,(Sat) 24 Sep 2016 (W38),New York Red Bulls (31),1-0,?,Montreal Impact (30),East,East,-,-
regular,?,-,(Sat) 24 Sep 2016 (W38),D.C. United (30),4-1,?,Orlando City SC (30),East,East,-,-
regular,?,-,(Sat) 24 Sep 2016 (W38),Houston Dynamo (29),3-1,?,Portland Timbers (31),West,West,-,-
regular,?,-,(Sat) 24 Sep 2016 (W38),Real Salt Lake (31),0-0,?,FC Dallas (31),West,West,-,-
regular,?,-,(Sat) 24 Sep 2016 (W38),San Jose Earthquakes (29),1-2,?,Sporting Kansas City (31),West,West,-,-
regular,?,-,(Sun) 25 Sep 2016 (W38),LA Galaxy (31),2-4,?,Seattle Sounders FC (29),West,West,-,-
regular,?,-,(Sun) 25 Sep 2016 (W38),Columbus Crew SC (29),2-0,?,New England Revolution (31),East,East,-,-
regular,?,-,(Wed) 28 Sep 2016 (W39),Toronto FC (31),0-0,?,Orlando City SC (31),East,East,-,-
regular,?,-,(Wed) 28 Sep 2016 (W39),Montreal Impact (31),3-1,?,San Jose Earthquakes (30),East,West,-,-
regular,?,-,(Wed) 28 Sep 2016 (W39),D.C. United (31),3-0,?,Columbus Crew SC (30),East,East,-,-
regular,?,-,(Wed) 28 Sep 2016 (W39),Seattle Sounders FC (30),1-0,?,Chicago Fire (30),West,East,-,-
regular,?,-,(Fri) 30 Sep 2016 (W39),Houston Dynamo (30),0-2,?,New York City FC (32),West,East,-,-
regular,?,-,(Sat) 1 Oct 2016 (W39),New York Red Bulls (32),3-2,?,Philadelphia Union (32),East,East,-,-
regular,?,-,(Sat) 1 Oct 2016 (W39),Toronto FC (32),1-2,?,D.C. United (32),East,East,-,-
regular,?,-,(Sat) 1 Oct 2016 (W39),New England Revolution (32),3-1,?,Sporting Kansas City (32),East,West,-,-
regular,?,-,(Sat) 1 Oct 2016 (W39),Columbus Crew SC (31),3-0,?,Chicago Fire (31),East,East,-,-
regular,?,-,(Sat) 1 Oct 2016 (W39),FC Dallas (32),1-0,?,LA Galaxy (32),West,West,-,-
regular,?,-,(Sat) 1 Oct 2016 (W39),Colorado Rapids (30),1-0,?,Portland Timbers (32),West,West,-,-
regular,?,-,(Sat) 1 Oct 2016 (W39),San Jose Earthquakes (31),2-1,?,Real Salt Lake (32),West,West,-,-
regular,?,-,(Sun) 2 Oct 2016 (W39),Orlando City SC (32),0-1,?,Montreal Impact (32),East,East,-,-
regular,?,-,(Sun) 2 Oct 2016 (W39),Vancouver Whitecaps FC (32),1-2,?,Seattle Sounders FC (31),West,West,-,-
regular,?,-,(Sat) 8 Oct 2016 (W40),Houston Dynamo (31),2-3,?,Colorado Rapids (31),West,West,-,-
regular,?,-,(Wed) 12 Oct 2016 (W41),Seattle Sounders FC (32),0-0,?,Houston Dynamo (32),West,West,-,-
regular,?,-,(Thu) 13 Oct 2016 (W41),Chicago Fire (32),2-2,?,Columbus Crew SC (32),East,East,-,-
regular,?,-,(Thu) 13 Oct 2016 (W41),Colorado Rapids (32),2-1,?,San Jose Earthquakes (32),West,West,-,-
regular,?,-,(Sun) 16 Oct 2016 (W41),Philadelphia Union (33),0-2,?,Orlando City SC (33),East,East,-,-
regular,?,-,(Sun) 16 Oct 2016 (W41),New York Red Bulls (33),3-2,?,Columbus Crew SC (33),East,East,-,-
regular,?,-,(Sun) 16 Oct 2016 (W41),Montreal Impact (33),2-2,?,Toronto FC (33),East,East,-,-
regular,?,-,(Sun) 16 Oct 2016 (W41),D.C. United (33),3-1,?,New York City FC (33),East,East,-,-
regular,?,-,(Sun) 16 Oct 2016 (W41),Chicago Fire (33),2-1,?,New England Revolution (33),East,East,-,-
regular,?,-,(Sun) 16 Oct 2016 (W41),San Jose Earthquakes (33),0-0,?,Vancouver Whitecaps FC (33),West,West,-,-
regular,?,-,(Sun) 16 Oct 2016 (W41),Real Salt Lake (33),0-0,?,Sporting Kansas City (33),West,West,-,-
regular,?,-,(Sun) 16 Oct 2016 (W41),Portland Timbers (33),1-0,?,Colorado Rapids (33),West,West,-,-
regular,?,-,(Sun) 16 Oct 2016 (W41),Houston Dynamo (33),0-1,?,LA Galaxy (33),West,West,-,-
regular,?,-,(Sun) 16 Oct 2016 (W41),FC Dallas (33),2-1,?,Seattle Sounders FC (33),West,West,-,-
regular,?,-,(Sun) 23 Oct 2016 (W42),Vancouver Whitecaps FC (34),4-1,?,Portland Timbers (34),West,West,-,-
regular,?,-,(Sun) 23 Oct 2016 (W42),Toronto FC (34),3-2,?,Chicago Fire (34),East,East,-,-
regular,?,-,(Sun) 23 Oct 2016 (W42),Sporting Kansas City (34),2-0,?,San Jose Earthquakes (34),West,West,-,-
regular,?,-,(Sun) 23 Oct 2016 (W42),Seattle Sounders FC (34),2-1,?,Real Salt Lake (34),West,West,-,-
regular,?,-,(Sun) 23 Oct 2016 (W42),Philadelphia Union (34),0-2,?,New York Red Bulls (34),East,East,-,-
regular,?,-,(Sun) 23 Oct 2016 (W42),Orlando City SC (34),4-2,?,D.C. United (34),East,East,-,-
regular,?,-,(Sun) 23 Oct 2016 (W42),New York City FC (34),4-1,?,Columbus Crew SC (34),East,East,-,-
regular,?,-,(Sun) 23 Oct 2016 (W42),New England Revolution (34),3-0,?,Montreal Impact (34),East,East,-,-
regular,?,-,(Sun) 23 Oct 2016 (W42),LA Galaxy (34),0-0,?,FC Dallas (34),West,West,-,-
regular,?,-,(Sun) 23 Oct 2016 (W42),Colorado Rapids (34),1-1,?,Houston Dynamo (34),West,West,-,-
playoff,play_in,-,(Wed) 26 Oct 2016 (W43),Toronto FC (35),3-1,?,Philadelphia Union (35),East,East,-,-
playoff,play_in,-,(Wed) 26 Oct 2016 (W43),LA Galaxy (35),3-1,?,Real Salt Lake (35),West,West,-,-
playoff,play_in,-,(Thu) 27 Oct 2016 (W43),D.C. United (35),2-4,?,Montreal Impact (35),East,East,-,-
playoff,play_in,-,(Thu) 27 Oct 2016 (W43),Seattle Sounders FC (35),1-0,?,Sporting Kansas City (35),West,West,-,-
playoff,conf_semi,1,(Sun) 30 Oct 2016 (W43),Toronto FC (36),2-0,?,New York City FC (35),East,East,-,-
playoff,conf_semi,1,(Sun) 30 Oct 2016 (W43),Montreal Impact (36),1-0,?,New York Red Bulls (35),East,East,-,-
playoff,conf_semi,1,(Sun) 30 Oct 2016 (W43),LA Galaxy (36),1-0,?,Colorado Rapids (35),West,West,-,-
playoff,conf_semi,1,(Sun) 30 Oct 2016 (W43),Seattle Sounders FC (36),3-0,?,FC Dallas (35),West,West,-,-
playoff,conf_semi,2,(Sun) 6 Nov 2016 (W44),New York City FC (36),0-5,?,Toronto FC (37),East,East,-,-
playoff,conf_semi,2,(Sun) 6 Nov 2016 (W44),New York Red Bulls (36),1-2,?,Montreal Impact (37),East,East,-,-
playoff,conf_semi,2,(Sun) 6 Nov 2016 (W44),Colorado Rapids (36),1-0,?,LA Galaxy (37),West,West,1-0,3-1
playoff,conf_semi,2,(Sun) 6 Nov 2016 (W44),FC Dallas (36),2-1,?,Seattle Sounders FC (37),West,West,-,-
playoff,conf_final,1,(Tue) 22 Nov 2016 (W47),Montreal Impact (38),3-2,?,Toronto FC (38),East,East,-,-
playoff,conf_final,1,(Tue) 22 Nov 2016 (W47),Seattle Sounders FC (38),2-1,?,Colorado Rapids (37),West,West,-,-
playoff,conf_final,2,(Sun) 27 Nov 2016 (W47),Colorado Rapids (38),0-1,?,Seattle Sounders FC (39),West,West,-,-
playoff,conf_final,2,(Wed) 30 Nov 2016 (W48),Toronto FC (39),3-2,?,Montreal Impact (39),East,East,5-2,-
playoff,final,-,(Sat) 10 Dec 2016 (W49),Toronto FC (40),0-0,?,Seattle Sounders FC (40),East,West,0-0,4-5
